Media,title,article
In recent days, Dr. Ford has faced online intimidation and death threats, and her family relocated from their Northern California home, her lawyers said. This harassment, her lawyers said late Tuesday, has made her reluctant to testify Monday about details of a night she has rarely discussed and has said she struggles to remember. While she had initially agreed to testify, her lawyers said she would do so only after an FBI investigation into her allegation, which Republicans have rebuffed, saying nothing new would be learned.

Dr. Ford didn't return calls for comment or answer the door this week at her home in Palo Alto, Calif., where she lives with her husband and two sons. Her lawyer Debra Katz also didn't respond to requests for more information.

Dr. Ford, a 51-year-old research psychologist, said in a Washington Post article that she and Judge Kavanaugh were teenagers at a party in the early 1980s when he and a friend, whom she identified as Mark Judge, pulled her into a bedroom. Judge Kavanaugh pinned her down on the bed, groped her and tried to take off her clothes before she escaped, she said. Dr. Ford told the Post she didn't tell anyone about the alleged incident in detail until a couples therapy session with her husband in 2012.

Judge Kavanaugh, 53, unequivocally denied the allegation, saying he didn't know who had made the claim until Dr. Ford identified herself in the story on Sunday.

""I have never done anything like what the accuser describes -- to her or to anyone,"" he said.

Mr. Judge has told lawmakers he has no memory of the alleged incident.

Dr. Ford's friends describe her as credible and trustworthy; Judge Kavanaugh's have defended him as respectful and honorable.

Dr. Ford, a professor at Palo Alto University in California, graduated from the all-girls Holton-Arms School in Bethesda, Md., not far from the Georgetown Preparatory School Judge Kavanaugh attended.

High-school classmates recalled her as a kind and popular cheerleader who played soccer and was on the diving team.

""She was one of the nicest ones,"" said Eliza Knable, who was in the same high-school class but not part of the same friend group as Dr. Ford.

Many Holton-Arms students socialized with or dated boys from nearby prep schools, including Judge Kavanaugh's, said Samantha Semerad Guerry. She was among a group of Holton alumnae from the class of 1984 who signed a letter to lawmakers in support of Dr. Ford.

""One friend said, 'If she can't prove it, she doesn't put pen to paper,' "" Ms. Guerry said of Dr. Ford's allegation. ""She's not an overly sentimental person. She brought logistical reasoning.""

Judge Kavanaugh's friends are similarly convinced he is an honorable man incapable of the offenses Dr. Ford described.

""In every situation where we were together he was always respectful, kind and thoughtful,"" Maura Kane, who dated him in high school, said in a statement. ""The accusations leveled against him in no way represent the decent young man I knew.""

None of Dr. Ford's high school or college friends interviewed for this article remembered her talking about the alleged incident at the party. Betsy Kingsley, a high-school friend, said she recalled a different gathering that both Dr. Ford and Mr. Judge attended during her sophomore year of high school.

Friends said it was clear Dr. Ford remained traumatized decades later. Jim Gensheimer, a friend in Palo Alto, said she confided in him that she needed more than one exit door in her bedroom to prevent her from feeling trapped."

wsj,The Politics of Destruction,"Say this for Deborah Ramirez. The second woman to accuse Brett Kavanaugh of committing sexual assault more than 30 years ago may not clearly recall what happened, but her story does clarify the ugly politics at play. Democrats are using the #MeToo movement as a weapon of political destruction to defeat a Supreme Court nominee and retake Congress.

Ms. Ramirez's story, as recounted by Jane Mayer and Ronan Farrow in the New Yorker on Sunday, has more holes than even initial accuser Christine Blasey Ford's. Unlike Ms. Ford, she does recall the place and year -- a hall at Yale in their freshman year. Ms. Ramirez says that at a party Mr. Kavanaugh exposed himself and pushed his privates into her face, amid laughter from other men in the room, until she pushed him away.
